日付,ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト
2026-03-26,SC20260326-0250,1500m,製造,YC-08,28.20,50.9,0.902,120.06,122.10,1021.4,763,0.01100,89.05,FALSE
2026-03-26,SC20260326-0251,500m,製造,YC-08,28.21,50.5,0.904,120.08,122.12,1021.6,764,0.01100,89.05,FALSE
2026-03-26,SC20260326-0252,1000m,製造,YC-08,28.22,50.6,0.906,120.10,122.15,1021.8,765,0.01100,89.05,FALSE
2026-03-26,SC20260326-0253,1200m,製造,YC-08,28.20,50.7,0.900,120.00,122.00,1020.2,766,0.01100,89.05,FALSE
2026-03-26,SC20260326-0254,1500m,製造,YC-08,28.21,50.8,0.902,120.02,122.03,1020.4,767,0.01100,89.05,FALSE
2026-03-26,SC20260326-0255,500m,製造,YC-08,28.22,50.9,0.904,120.04,122.05,1020.6,768,0.01100,89.05,FALSE
2026-03-26,SC20260326-0256,1000m,製造,YC-08,28.20,50.5,0.906,120.06,122.08,1020.8,769,0.01100,89.05,FALSE
2026-03-26,SC20260326-0257,1200m,製造,YC-08,28.21,50.6,0.900,120.08,122.10,1021.0,770,0.01100,89.05,FALSE
2026-03-26,SC20260326-0258,1500m,製造,YC-08,28.22,50.7,0.902,120.10,122.12,1021.2,771,0.01100,89.05,FALSE
2026-03-26,SC20260326-0259,500m,試作品,YC-08,28.20,50.8,0.904,120.00,122.15,1021.4,772,0.01100,89.05,FALSE
2026-03-26,SC20260326-0260,1000m,製造,YC-08,28.21,50.9,0.906,120.02,122.00,1021.6,773,0.01100,89.05,FALSE
2026-03-26,SC20260326-0261,1200m,製造,YC-08,28.22,50.5,0.900,120.04,122.03,1021.8,774,0.01100,89.05,FALSE
2026-03-26,SC20260326-0262,1500m,製造,YC-08,28.20,50.6,0.902,120.06,122.05,1020.2,775,0.01100,89.05,FALSE
2026-03-26,SC20260326-0263,500m,製造,YC-08,28.21,50.7,0.904,120.08,122.08,1020.4,776,0.01100,89.07,FALSE
2026-03-26,SC20260326-0264,1000m,製造,YC-08,28.22,50.8,0.906,120.10,122.10,1020.6,777,0.01100,89.05,FALSE
2026-03-26,SC20260326-0265,1200m,製造,YC-08,28.20,50.9,0.900,120.00,122.12,1020.8,778,0.01100,89.05,FALSE
2026-03-26,SC20260326-0266,1500m,製造,YC-08,28.21,50.5,0.902,120.02,122.15,1021.0,779,0.01100,89.05,FALSE
2026-03-26,SC20260326-0267,500m,製造,YC-08,28.22,50.6,0.904,120.04,122.00,1021.2,780,0.01100,89.05,FALSE
2026-03-26,SC20260326-0268,1000m,製造,YC-08,28.20,50.7,0.906,120.06,122.03,1021.4,781,0.01100,89.05,FALSE
2026-03-26,SC20260326-0269,1200m,製造,YC-08,28.21,50.8,0.900,120.08,122.05,1021.6,782,0.01100,89.05,FALSE
2026-03-26,SC20260326-0270,1500m,製造,YC-08,28.22,50.9,0.902,120.10,122.08,1021.8,783,0.01100,89.05,FALSE
2026-03-26,SC20260326-0271,500m,製造,YC-08,28.20,50.5,0.904,120.00,122.10,1020.2,784,0.01100,89.05,FALSE
2026-03-26,SC20260326-0272,1000m,製造,YC-08,28.21,50.6,0.906,120.02,122.12,1020.4,785,0.01100,89.05,FALSE
2026-03-26,SC20260326-0273,1200m,製造,YC-08,28.22,50.7,0.900,120.04,122.15,1020.6,786,0.01100,89.05,FALSE
2026-03-26,SC20260326-0274,1500m,製造,YC-08,28.20,50.8,0.902,120.06,122.00,1020.8,787,0.01100,89.05,FALSE
2026-03-26,SC20260326-0275,500m,製造,YC-08,28.21,50.9,0.904,120.08,122.03,1021.0,788,0.01100,89.05,FALSE
2026-03-26,SC20260326-0276,1000m,試作品,YC-08,28.22,50.5,0.906,120.10,122.05,1021.2,789,0.01100,89.05,FALSE
2026-03-26,SC20260326-0277,1200m,製造,YC-08,28.20,50.6,0.900,120.00,122.08,1021.4,790,0.01100,89.05,FALSE
2026-03-26,SC20260326-0278,1500m,製造,YC-08,28.21,50.7,0.902,120.02,122.10,1021.6,791,0.01100,89.05,FALSE
2026-03-27,SC20260327-0001,500m,製造,YC-08,28.20,50.5,0.900,120.00,122.00,1020.2,792,0.01100,89.05,FALSE
2026-03-27,SC20260327-0002,1000m,製造,YC-08,28.21,50.6,0.902,120.02,122.03,1020.4,793,0.01100,89.05,FALSE
2026-03-27,SC20260327-0003,1200m,製造,YC-08,28.22,50.7,0.904,120.04,122.05,1020.6,794,0.01100,89.05,FALSE
2026-03-27,SC20260327-0004,1500m,製造,YC-08,28.20,50.8,0.906,120.06,122.08,1020.8,795,0.01100,89.07,FALSE
2026-03-27,SC20260327-0005,500m,製造,YC-08,28.21,50.9,0.900,120.08,122.10,1021.0,796,0.01100,89.05,FALSE
2026-03-27,SC20260327-0006,1000m,製造,YC-08,28.22,50.5,0.902,120.10,122.12,1021.2,797,0.01100,89.05,FALSE
2026-03-27,SC20260327-0007,1200m,製造,YC-08,28.20,50.6,0.904,120.00,122.15,1021.4,798,0.01100,89.05,FALSE
2026-03-27,SC20260327-0008,1500m,製造,YC-08,28.21,50.7,0.906,120.02,122.00,1021.6,799,0.01100,89.05,FALSE
2026-03-27,SC20260327-0009,500m,製造,YC-08,28.22,50.8,0.900,120.04,122.03,1021.8,800,0.01100,89.05,FALSE
2026-03-27,SC20260327-0010,1000m,製造,YC-08,28.20,50.9,0.902,120.06,122.05,1020.2,801,0.01100,89.05,FALSE
2026-03-27,SC20260327-0011,1200m,製造,YC-08,28.21,50.5,0.904,120.08,122.08,1020.4,802,0.01100,89.05,FALSE
2026-03-27,SC20260327-0012,1500m,製造,YC-08,28.22,50.6,0.906,120.10,122.10,1020.6,803,0.01100,89.05,FALSE
2026-03-27,SC20260327-0013,500m,製造,YC-08,28.20,50.7,0.900,120.00,122.12,1020.8,804,0.01100,89.05,FALSE
2026-03-27,SC20260327-0014,1000m,製造,YC-08,28.21,50.8,0.902,120.02,122.15,1021.0,805,0.01100,89.05,FALSE
2026-03-27,SC20260327-0015,1200m,試作品,YC-08,28.22,50.9,0.904,120.04,122.00,1021.2,806,0.01100,89.05,FALSE
2026-03-27,SC20260327-0016,1500m,製造,YC-08,28.20,50.5,0.906,120.06,122.03,1021.4,807,0.01100,89.05,FALSE
2026-03-27,SC20260327-0017,500m,製造,YC-08,28.21,50.6,0.900,120.08,122.05,1021.6,808,0.01100,89.05,FALSE
2026-03-27,SC20260327-0018,1000m,製造,YC-08,28.22,50.7,0.902,120.10,122.08,1021.8,809,0.01100,89.05,FALSE
2026-03-27,SC20260327-0019,1200m,製造,YC-08,28.20,50.8,0.904,120.00,122.10,1020.2,810,0.01100,89.05,FALSE
2026-03-27,SC20260327-0020,1500m,製造,YC-08,28.21,50.9,0.906,120.02,122.12,1020.4,811,0.01100,89.05,FALSE
2026-03-27,SC20260327-0021,500m,製造,YC-08,28.22,50.5,0.900,120.04,122.15,1020.6,812,0.01100,89.05,FALSE
2026-03-27,SC20260327-0022,1000m,製造,YC-08,28.20,50.6,0.902,120.06,122.00,1020.8,813,0.01100,89.05,FALSE
2026-03-27,SC20260327-0023,1200m,製造,YC-08,28.21,50.7,0.904,120.08,122.03,1021.0,814,0.01100,89.07,FALSE
2026-03-27,SC20260327-0024,1500m,製造,YC-08,28.22,50.8,0.906,120.10,122.05,1021.2,815,0.01100,89.05,FALSE
2026-03-27,SC20260327-0025,500m,製造,YC-08,28.20,50.9,0.900,120.00,122.08,1021.4,816,0.01100,89.05,FALSE
2026-03-27,SC20260327-0026,1000m,製造,YC-08,28.21,50.5,0.902,120.02,122.10,1021.6,817,0.01100,89.05,FALSE
2026-03-27,SC20260327-0027,1200m,製造,YC-08,28.22,50.6,0.904,120.04,122.12,1021.8,818,0.01100,89.05,FALSE
2026-03-27,SC20260327-0028,1500m,製造,YC-08,28.20,50.7,0.906,120.06,122.15,1020.2,819,0.01100,89.05,FALSE
2026-03-27,SC20260327-0029,500m,製造,YC-08,28.21,50.8,0.900,120.08,122.00,1020.4,820,0.01100,89.05,FALSE
2026-03-27,SC20260327-0030,1000m,製造,YC-08,28.22,50.9,0.902,120.10,122.03,1020.6,821,0.01100,89.05,FALSE
2026-03-27,SC20260327-0031,1200m,製造,YC-08,28.20,50.5,0.904,120.00,122.05,1020.8,822,0.01100,89.05,FALSE
2026-03-27,SC20260327-0032,1500m,試作品,YC-08,28.21,50.6,0.906,120.02,122.08,1021.0,823,0.01100,89.05,FALSE
2026-03-27,SC20260327-0033,500m,製造,YC-08,28.22,50.7,0.900,120.04,122.10,1021.2,824,0.01100,89.05,FALSE
2026-03-27,SC20260327-0034,1000m,製造,YC-08,28.20,50.8,0.902,120.06,122.12,1021.4,825,0.01100,89.05,FALSE
2026-03-27,SC20260327-0035,1200m,製造,YC-08,28.21,50.9,0.904,120.08,122.15,1021.6,826,0.01100,89.05,FALSE
2026-03-27,SC20260327-0036,1500m,製造,YC-08,28.22,50.5,0.906,120.10,122.00,1021.8,827,0.01100,89.05,FALSE
2026-03-27,SC20260327-0037,500m,製造,YC-08,28.20,50.6,0.900,120.00,122.03,1020.2,828,0.01100,89.05,FALSE
2026-03-27,SC20260327-0038,1000m,製造,YC-08,28.21,50.7,0.902,120.02,122.05,1020.4,829,0.01100,89.05,FALSE
2026-03-27,SC20260327-0039,1200m,製造,YC-08,28.22,50.8,0.904,120.04,122.08,1020.6,830,0.01100,89.05,FALSE
2026-03-27,SC20260327-0040,1500m,製造,YC-08,28.20,50.9,0.906,120.06,122.10,1020.8,831,0.01100,89.05,FALSE
2026-03-27,SC20260327-0041,500m,製造,YC-08,28.21,50.5,0.900,120.08,122.12,1021.0,832,0.01100,89.05,FALSE
2026-03-27,SC20260327-0042,1000m,製造,YC-08,28.22,50.6,0.902,120.10,122.15,1021.2,833,0.01100,89.07,FALSE
2026-03-27,SC20260327-0043,1200m,製造,YC-08,28.20,50.7,0.904,120.00,122.00,1021.4,834,0.01100,89.05,FALSE
2026-03-27,SC20260327-0044,1500m,製造,YC-08,28.21,50.8,0.906,120.02,122.03,1021.6,835,0.01100,89.05,FALSE
2026-03-27,SC20260327-0045,500m,製造,YC-08,28.22,50.9,0.900,120.04,122.05,1021.8,836,0.01100,89.05,FALSE
2026-03-27,SC20260327-0046,1000m,製造,YC-08,28.20,50.5,0.902,120.06,122.08,1020.2,837,0.01100,89.05,FALSE
2026-03-27,SC20260327-0047,1200m,製造,YC-08,28.21,50.6,0.904,120.08,122.10,1020.4,838,0.01100,89.05,FALSE
2026-03-27,SC20260327-0048,1500m,製造,YC-08,28.22,50.7,0.906,120.10,122.12,1020.6,839,0.01100,89.05,FALSE
2026-03-27,SC20260327-0049,500m,試作品,YC-08,28.20,50.8,0.900,120.00,122.15,1020.8,840,0.01100,89.05,FALSE
2026-03-27,SC20260327-0050,1000m,製造,YC-08,28.21,50.9,0.902,120.02,122.00,1021.0,841,0.01100,89.05,FALSE
2026-03-27,SC20260327-0051,1200m,製造,YC-08,28.22,50.5,0.904,120.04,122.03,1021.2,842,0.01100,89.05,FALSE
2026-03-27,SC20260327-0052,1500m,製造,YC-08,28.20,50.6,0.906,120.06,122.05,1021.4,843,0.01100,89.05,FALSE
2026-03-27,SC20260327-0053,500m,製造,YC-08,28.21,50.7,0.900,120.08,122.08,1021.6,844,0.01100,89.05,FALSE
2026-03-27,SC20260327-0054,1000m,製造,YC-08,28.22,50.8,0.902,120.10,122.10,1021.8,845,0.01100,89.05,FALSE
2026-03-27,SC20260327-0055,1200m,製造,YC-08,28.20,50.9,0.904,120.00,122.12,1020.2,846,0.01100,89.05,FALSE
2026-03-27,SC20260327-0056,1500m,製造,YC-08,28.21,50.5,0.906,120.02,122.15,1020.4,847,0.01100,89.05,FALSE
2026-03-27,SC20260327-0057,500m,製造,YC-08,28.22,50.6,0.900,120.04,122.00,1020.6,848,0.01100,89.05,FALSE
2026-03-27,SC20260327-0058,1000m,製造,YC-08,28.20,50.7,0.902,120.06,122.03,1020.8,849,0.01100,89.05,FALSE
2026-03-27,SC20260327-0059,1200m,製造,YC-08,28.21,50.8,0.904,120.08,122.05,1021.0,850,0.01100,89.05,FALSE
2026-03-27,SC20260327-0060,1500m,製造,YC-08,28.22,50.9,0.906,120.10,122.08,1021.2,851,0.01100,89.05,FALSE
2026-03-27,SC20260327-0061,500m,製造,YC-08,28.20,50.5,0.900,120.00,122.10,1021.4,852,0.01100,89.07,FALSE
2026-03-27,SC20260327-0062,1000m,製造,YC-08,28.21,50.6,0.902,120.02,122.12,1021.6,853,0.01100,89.05,FALSE
2026-03-27,SC20260327-0063,1200m,製造,YC-08,28.22,50.7,0.904,120.04,122.15,1021.8,854,0.01100,89.05,FALSE
2026-03-27,SC20260327-0064,1500m,製造,YC-08,28.20,50.8,0.906,120.06,122.00,1020.2,855,0.01100,89.05,FALSE
2026-03-27,SC20260327-0065,500m,製造,YC-08,28.21,50.9,0.900,120.08,122.03,1020.4,856,0.01100,89.05,FALSE
2026-03-27,SC20260327-0066,1000m,試作品,YC-08,28.22,50.5,0.902,120.10,122.05,1020.6,857,0.01100,89.05,FALSE
2026-03-27,SC20260327-0067,1200m,製造,YC-08,28.20,50.6,0.904,120.00,122.08,1020.8,858,0.01100,89.05,FALSE
2026-03-27,SC20260327-0068,1500m,製造,YC-08,28.21,50.7,0.906,120.02,122.10,1021.0,859,0.01100,89.05,FALSE
2026-03-27,SC20260327-0069,500m,製造,YC-08,28.22,50.8,0.900,120.04,122.12,1021.2,860,0.01100,89.05,FALSE
2026-03-27,SC20260327-0070,1000m,製造,YC-08,28.20,50.9,0.902,120.06,122.15,1021.4,861,0.01100,89.05,FALSE
2026-03-27,SC20260327-0071,1200m,製造,YC-08,28.21,50.5,0.904,120.08,122.00,1021.6,862,0.01100,89.05,FALSE
2026-03-27,SC20260327-0072,1500m,製造,YC-08,28.22,50.6,0.906,120.10,122.03,1021.8,863,0.01100,89.05,FALSE
2026-03-27,SC20260327-0073,500m,製造,YC-08,28.20,50.7,0.900,120.00,122.05,1020.2,864,0.01100,89.05,FALSE
2026-03-27,SC20260327-0074,1000m,製造,YC-08,28.21,50.8,0.902,120.02,122.08,1020.4,865,0.01100,89.05,FALSE
2026-03-27,SC20260327-0075,1200m,製造,YC-08,28.22,50.9,0.904,120.04,122.10,1020.6,866,0.01100,89.05,FALSE
2026-03-27,SC20260327-0076,1500m,製造,YC-08,28.20,50.5,0.906,120.06,122.12,1020.8,867,0.01100,89.05,FALSE
2026-03-27,SC20260327-0077,500m,製造,YC-08,28.21,50.6,0.900,120.08,122.15,1021.0,868,0.01100,89.05,FALSE
2026-03-27,SC20260327-0078,1000m,製造,YC-08,28.22,50.7,0.902,120.10,122.00,1021.2,869,0.01100,89.05,FALSE
2026-03-27,SC20260327-0079,1200m,製造,YC-08,28.20,50.8,0.904,120.00,122.03,1021.4,870,0.01100,89.05,FALSE
2026-03-27,SC20260327-0080,1500m,製造,YC-08,28.21,50.9,0.906,120.02,122.05,1021.6,871,0.01100,89.07,FALSE
2026-03-27,SC20260327-0081,500m,製造,YC-08,28.22,50.5,0.900,120.04,122.08,1021.8,872,0.01100,89.05,FALSE
2026-03-27,SC20260327-0082,1000m,製造,YC-08,28.20,50.6,0.902,120.06,122.10,1020.2,873,0.01100,89.05,FALSE
2026-03-27,SC20260327-0083,1200m,試作品,YC-08,28.21,50.7,0.904,120.08,122.12,1020.4,874,0.01100,89.05,FALSE
2026-03-27,SC20260327-0084,1500m,製造,YC-08,28.22,50.8,0.906,120.10,122.15,1020.6,875,0.01100,89.05,FALSE
2026-03-27,SC20260327-0085,500m,製造,YC-08,28.20,50.9,0.900,120.00,122.00,1020.8,876,0.01100,89.05,FALSE
2026-03-27,SC20260327-0086,1000m,製造,YC-08,28.21,50.5,0.902,120.02,122.03,1021.0,877,0.01100,89.05,FALSE
2026-03-27,SC20260327-0087,1200m,製造,YC-08,28.22,50.6,0.904,120.04,122.05,1021.2,878,0.01100,89.05,FALSE
2026-03-27,SC20260327-0088,1500m,製造,YC-08,28.20,50.7,0.906,120.06,122.08,1021.4,879,0.01100,89.05,FALSE
2026-03-27,SC20260327-0089,500m,製造,YC-08,28.21,50.8,0.900,120.08,122.10,1021.6,880,0.01100,89.05,FALSE
2026-03-27,SC20260327-0090,1000m,製造,YC-08,28.22,50.9,0.902,120.10,122.12,1021.8,881,0.01100,89.05,FALSE
2026-03-27,SC20260327-0091,1200m,製造,YC-08,28.20,50.5,0.904,120.00,122.15,1020.2,882,0.01100,89.05,FALSE
2026-03-27,SC20260327-0092,1500m,製造,YC-08,28.21,50.6,0.906,120.02,122.00,1020.4,883,0.01100,89.05,FALSE
2026-03-27,SC20260327-0093,500m,製造,YC-08,28.22,50.7,0.900,120.04,122.03,1020.6,884,0.01100,89.05,FALSE
2026-03-27,SC20260327-0094,1000m,製造,YC-08,28.20,50.8,0.902,120.06,122.05,1020.8,885,0.01100,89.05,FALSE
2026-03-27,SC20260327-0095,1200m,製造,YC-08,28.21,50.9,0.904,120.08,122.08,1021.0,886,0.01100,89.05,FALSE
2026-03-27,SC20260327-0096,1500m,製造,YC-08,28.22,50.5,0.906,120.10,122.10,1021.2,887,0.01100,89.05,FALSE
2026-03-27,SC20260327-0097,500m,製造,YC-08,28.20,50.6,0.900,120.00,122.12,1021.4,888,0.01100,89.05,FALSE
2026-03-27,SC20260327-0098,1000m,製造,YC-08,28.21,50.7,0.902,120.02,122.15,1021.6,889,0.01100,89.05,FALSE
2026-03-27,SC20260327-0099,1200m,製造,YC-08,28.22,50.8,0.904,120.04,122.00,1021.8,890,0.01100,89.07,FALSE
2026-03-27,SC20260327-0100,1500m,試作品,YC-08,28.20,50.9,0.906,120.06,122.03,1020.2,891,0.01100,89.05,FALSE
2026-03-27,SC20260327-0101,500m,製造,YC-08,28.21,50.5,0.900,120.08,122.05,1020.4,892,0.01100,89.05,FALSE
2026-03-27,SC20260327-0102,1000m,製造,YC-08,28.22,50.6,0.902,120.10,122.08,1020.6,893,0.01100,89.05,FALSE
2026-03-27,SC20260327-0103,1200m,製造,YC-08,28.20,50.7,0.904,120.00,122.10,1020.8,894,0.01100,89.05,FALSE
2026-03-27,SC20260327-0104,1500m,製造,YC-08,28.21,50.8,0.906,120.02,122.12,1021.0,895,0.01100,89.05,FALSE
2026-03-27,SC20260327-0105,500m,製造,YC-08,28.22,50.9,0.900,120.04,122.15,1021.2,896,0.01100,89.05,FALSE
2026-03-27,SC20260327-0106,1000m,製造,YC-08,28.20,50.5,0.902,120.06,122.00,1021.4,897,0.01100,89.05,FALSE
2026-03-27,SC20260327-0107,1200m,製造,YC-08,28.21,50.6,0.904,120.08,122.03,1021.6,898,0.01100,89.05,FALSE
2026-03-27,SC20260327-0108,1500m,製造,YC-08,28.22,50.7,0.906,120.10,122.05,1021.8,899,0.01100,89.05,FALSE
2026-03-27,SC20260327-0109,500m,製造,YC-08,28.20,50.8,0.900,120.00,122.08,1020.2,900,0.01100,89.05,FALSE
2026-03-27,SC20260327-0110,1000m,製造,YC-08,28.21,50.9,0.902,120.02,122.10,1020.4,901,0.01100,89.05,FALSE
2026-03-27,SC20260327-0111,1200m,製造,YC-08,28.22,50.5,0.904,120.04,122.12,1020.6,902,0.01100,89.05,FALSE
2026-03-27,SC20260327-0112,1500m,製造,YC-08,28.20,50.6,0.906,120.06,122.15,1020.8,903,0.01100,89.05,FALSE
2026-03-27,SC20260327-0113,500m,製造,YC-08,28.21,50.7,0.900,120.08,122.00,1021.0,904,0.01100,89.05,FALSE
2026-03-27,SC20260327-0114,1000m,製造,YC-08,28.22,50.8,0.902,120.10,122.03,1021.2,905,0.01100,89.05,FALSE
2026-03-27,SC20260327-0115,1200m,製造,YC-08,28.20,50.9,0.904,120.00,122.05,1021.4,906,0.01100,89.05,FALSE
2026-03-27,SC20260327-0116,1500m,製造,YC-08,28.21,50.5,0.906,120.02,122.08,1021.6,907,0.01100,89.05,FALSE
2026-03-27,SC20260327-0117,500m,試作品,YC-08,28.22,50.6,0.900,120.04,122.10,1021.8,908,0.01100,89.05,FALSE
2026-03-27,SC20260327-0118,1000m,製造,YC-08,28.20,50.7,0.902,120.06,122.12,1020.2,909,0.01100,89.07,FALSE
2026-03-27,SC20260327-0119,1200m,製造,YC-08,28.21,50.8,0.904,120.08,122.15,1020.4,910,0.01100,89.05,FALSE
2026-03-27,SC20260327-0120,1500m,製造,YC-08,28.22,50.9,0.906,120.10,122.00,1020.6,911,0.01100,89.05,FALSE
2026-03-27,SC20260327-0121,500m,製造,YC-08,28.20,50.5,0.900,120.00,122.03,1020.8,912,0.01100,89.05,FALSE
2026-03-27,SC20260327-0122,1000m,製造,YC-08,28.21,50.6,0.902,120.02,122.05,1021.0,913,0.01100,89.05,FALSE
2026-03-27,SC20260327-0123,1200m,製造,YC-08,28.22,50.7,0.904,120.04,122.08,1021.2,914,0.01100,89.05,FALSE
2026-03-27,SC20260327-0124,1500m,製造,YC-08,28.20,50.8,0.906,120.06,122.10,1021.4,915,0.01100,89.05,FALSE
2026-03-27,SC20260327-0125,500m,製造,YC-08,28.21,50.9,0.900,120.08,122.12,1021.6,916,0.01100,89.05,FALSE
2026-03-27,SC20260327-0126,1000m,製造,YC-08,28.22,50.5,0.902,120.10,122.15,1021.8,917,0.01100,89.05,FALSE
2026-03-27,SC20260327-0127,1200m,製造,YC-08,28.20,50.6,0.904,120.00,122.00,1020.2,918,0.01100,89.05,FALSE
2026-03-27,SC20260327-0128,1500m,製造,YC-08,28.21,50.7,0.906,120.02,122.03,1020.4,919,0.01100,89.05,FALSE
2026-03-27,SC20260327-0129,500m,製造,YC-08,28.22,50.8,0.900,120.04,122.05,1020.6,920,0.01100,89.05,FALSE
2026-03-27,SC20260327-0130,1000m,製造,YC-08,28.20,50.9,0.902,120.06,122.08,1020.8,921,0.01100,89.05,FALSE
2026-03-27,SC20260327-0131,1200m,製造,YC-08,28.21,50.5,0.904,120.08,122.10,1021.0,922,0.01100,89.05,FALSE
2026-03-27,SC20260327-0132,1500m,製造,YC-08,28.22,50.6,0.906,120.10,122.12,1021.2,923,0.01100,89.05,FALSE
2026-03-27,SC20260327-0133,500m,製造,YC-08,28.20,50.7,0.900,120.00,122.15,1021.4,924,0.01100,89.05,FALSE
2026-03-27,SC20260327-0134,1000m,試作品,YC-08,28.21,50.8,0.902,120.02,122.00,1021.6,925,0.01100,89.05,FALSE
2026-03-27,SC20260327-0135,1200m,製造,YC-08,28.22,50.9,0.904,120.04,122.03,1021.8,926,0.01100,89.05,FALSE
2026-03-27,SC20260327-0136,1500m,製造,YC-08,28.20,50.5,0.906,120.06,122.05,1020.2,927,0.01100,89.05,FALSE
2026-03-27,SC20260327-0137,500m,製造,YC-08,28.21,50.6,0.900,120.08,122.08,1020.4,928,0.01100,89.07,FALSE
2026-03-27,SC20260327-0138,1000m,製造,YC-08,28.22,50.7,0.902,120.10,122.10,1020.6,929,0.01100,89.05,FALSE
2026-03-27,SC20260327-0139,1200m,製造,YC-08,28.20,50.8,0.904,120.00,122.12,1020.8,930,0.01100,89.05,FALSE
2026-03-27,SC20260327-0140,1500m,製造,YC-08,28.21,50.9,0.906,120.02,122.15,1021.0,931,0.01100,89.05,FALSE
2026-03-27,SC20260327-0141,500m,製造,YC-08,28.22,50.5,0.900,120.04,122.00,1021.2,932,0.01100,89.05,FALSE
2026-03-27,SC20260327-0142,1000m,製造,YC-08,28.20,50.6,0.902,120.06,122.03,1021.4,933,0.01100,89.05,FALSE
2026-03-27,SC20260327-0143,1200m,製造,YC-08,28.21,50.7,0.904,120.08,122.05,1021.6,934,0.01100,89.05,FALSE
2026-03-27,SC20260327-0144,1500m,製造,YC-08,28.22,50.8,0.906,120.10,122.08,1021.8,935,0.01100,89.05,FALSE
2026-03-27,SC20260327-0145,500m,製造,YC-08,28.20,50.9,0.900,120.00,122.10,1020.2,936,0.01100,89.05,FALSE
2026-03-27,SC20260327-0146,1000m,製造,YC-08,28.21,50.5,0.902,120.02,122.12,1020.4,937,0.01100,89.05,FALSE
2026-03-27,SC20260327-0147,1200m,製造,YC-08,28.22,50.6,0.904,120.04,122.15,1020.6,938,0.01100,89.05,FALSE
2026-03-27,SC20260327-0148,1500m,製造,YC-08,28.20,50.7,0.906,120.06,122.00,1020.8,939,0.01100,89.05,FALSE
2026-03-27,SC20260327-0149,500m,製造,YC-08,28.21,50.8,0.900,120.08,122.03,1021.0,940,0.01100,89.05,FALSE
2026-03-27,SC20260327-0150,1000m,製造,YC-08,28.22,50.9,0.902,120.10,122.05,1021.2,941,0.01100,89.05,FALSE
2026-03-27,SC20260327-0151,1200m,試作品,YC-08,28.20,50.5,0.904,120.00,122.08,1021.4,942,0.01100,89.05,FALSE
2026-03-27,SC20260327-0152,1500m,製造,YC-08,28.21,50.6,0.906,120.02,122.10,1021.6,943,0.01100,89.05,FALSE
2026-03-27,SC20260327-0153,500m,製造,YC-08,28.22,50.7,0.900,120.04,122.12,1021.8,944,0.01100,89.05,FALSE
2026-03-27,SC20260327-0154,1000m,製造,YC-08,28.20,50.8,0.902,120.06,122.15,1020.2,945,0.01100,89.05,FALSE
2026-03-27,SC20260327-0155,1200m,製造,YC-08,28.21,50.9,0.904,120.08,122.00,1020.4,946,0.01100,89.05,FALSE
2026-03-27,SC20260327-0156,1500m,製造,YC-08,28.22,50.5,0.906,120.10,122.03,1020.6,947,0.01100,89.07,FALSE
2026-03-27,SC20260327-0157,500m,製造,YC-08,28.20,50.6,0.900,120.00,122.05,1020.8,948,0.01100,89.05,FALSE
2026-03-27,SC20260327-0158,1000m,製造,YC-08,28.21,50.7,0.902,120.02,122.08,1021.0,949,0.01100,89.05,FALSE
2026-03-27,SC20260327-0159,1200m,製造,YC-08,28.22,50.8,0.904,120.04,122.10,1021.2,950,0.01100,89.05,FALSE
2026-03-27,SC20260327-0160,1500m,製造,YC-08,28.20,50.9,0.906,120.06,122.12,1021.4,951,0.01100,89.05,FALSE
2026-03-27,SC20260327-0161,500m,製造,YC-08,28.21,50.5,0.900,120.08,122.15,1021.6,952,0.01100,89.05,FALSE
2026-03-27,SC20260327-0162,1000m,製造,YC-08,28.22,50.6,0.902,120.10,122.00,1021.8,953,0.01100,89.05,FALSE
2026-03-27,SC20260327-0163,1200m,製造,YC-08,28.20,50.7,0.904,120.00,122.03,1020.2,954,0.01100,89.05,FALSE
2026-03-27,SC20260327-0164,1500m,製造,YC-08,28.21,50.8,0.906,120.02,122.05,1020.4,955,0.01100,89.05,FALSE
2026-03-27,SC20260327-0165,500m,製造,YC-08,28.22,50.9,0.900,120.04,122.08,1020.6,956,0.01100,89.05,FALSE
2026-03-27,SC20260327-0166,1000m,製造,YC-08,28.20,50.5,0.902,120.06,122.10,1020.8,957,0.01100,89.05,FALSE
2026-03-27,SC20260327-0167,1200m,製造,YC-08,28.21,50.6,0.904,120.08,122.12,1021.0,958,0.01100,89.05,FALSE
2026-03-27,SC20260327-0168,1500m,試作品,YC-08,28.22,50.7,0.906,120.10,122.15,1021.2,959,0.01100,89.05,FALSE
2026-03-27,SC20260327-0169,500m,製造,YC-08,28.20,50.8,0.900,120.00,122.00,1021.4,960,0.01100,89.05,FALSE
2026-03-27,SC20260327-0170,1000m,製造,YC-08,28.21,50.9,0.902,120.02,122.03,1021.6,961,0.01100,89.05,FALSE
2026-03-27,SC20260327-0171,1200m,製造,YC-08,28.22,50.5,0.904,120.04,122.05,1021.8,962,0.01100,89.05,FALSE
2026-03-27,SC20260327-0172,1500m,製造,YC-08,28.20,50.6,0.906,120.06,122.08,1020.2,963,0.01100,89.05,FALSE
